Subject,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,Gender,Educ,AFQT,Income2005,FamilyIncome78,Race
3540,0,1,1,11,16,male,11,36.551,37000,10000,2
3543,0,1,1,11,7,female,12,29.695,18000,16000,2
3544,1,1,1,11,11,female,12,5.665,3200,20000,2
3545,1,1,1,12,11,female,14,40.382,31000,20000,2
3546,0,1,1,12,11,female,15,55.054,65000,20000,2
3547,1,1,1,12,10,female,14,40.401,35000,21000,2
3548,1,1,1,12,10,female,14,23.819,40000,21000,2
3549,1,1,1,8,8,female,12,29.121,1500,17000,3
3550,1,1,1,9,9,male,12,62.616,25000,15300,3
3551,1,1,1,10,9,female,16,95.741,65000,15000,3
3552,1,1,1,10,9,female,14,83.704,38000,15000,3
3553,0,1,0,11,9,male,12,78.494,55000,12000,3
3554,0,1,1,11,9,female,10,65.232,38000,12000,3
3558,0,1,1,14,12,female,17,72.743,96000,18600,3
3559,1,1,1,9,13,male,12,83.662,60000,11200,3
3561,1,1,0,12,10,male,12,4.231,42000,14000,3
3562,0,1,0,10,8,male,12,16.231,5000,22000,3
3563,0,1,1,10,8,male,12,25.734,34000,22000,3
3565,1,1,1,12,8,female,12,84.823,36000,13500,3
3567,1,1,0,12,12,male,14,62.489,2760,21684,3
3569,1,1,0,12,12,male,12,19.175,42000,21684,3
3570,0,1,0,9,9,male,9,4.347,56000,22556,3
3572,1,0,0,9,10,female,10,18.677,14000,22556,3
3574,1,1,1,11,8,female,12,98.092,47000,24000,3
3575,0,1,0,12,12,male,12,28.797,56000,30000,3
3579,1,1,0,8,8,male,12,42.908,45000,32500,3
3580,1,1,0,12,13,male,12,75.229,36000,18000,3
3581,1,1,1,12,12,male,16,55.513,129000,2000,3
3582,1,1,1,12,14,male,18,77.911,150000,36000,3
3583,1,1,1,12,14,male,19,99.022,100000,36000,3
3584,1,1,1,12,12,female,12,18.188,16000,19000,3
3585,1,1,1,12,12,male,16,94.65,159168,19000,3
3587,1,1,1,12,16,male,14,76.091,43000,12361,3
3588,1,0,1,12,16,male,18,71.155,60000,12361,3
3589,1,1,1,12,12,male,12,51.56,50987,31700,3
3591,1,1,0,12,12,male,12,77.562,4471,21000,3
3592,1,1,0,12,12,male,12,61.802,56000,21000,3
3597,1,1,1,11,12,female,14,54.584,7000,27000,3
3600,1,1,1,12,8,male,12,57.648,60000,25000,3
3601,1,1,1,13,12,female,16,79.229,40000,21500,3
3606,1,1,1,12,12,female,13,57.872,35000,15000,3
3607,1,1,1,12,12,male,11,32.823,16000,1060,3
3608,1,1,1,14,15,male,16,90.06,69000,29372,3
3609,1,1,1,14,15,female,14,50.181,39000,29372,3
3610,1,1,1,12,12,female,15,18.919,7900,23500,3
3611,1,1,1,12,12,female,12,45.548,15000,23500,3
3614,1,1,1,16,12,female,19,91.863,10180,3075,3
3616,1,1,0,12,9,male,12,91.974,35000,15050,3
3617,1,1,1,11,15,male,16,78.008,89000,36900,3
3619,1,1,1,12,12,male,18,88.649,32500,40000,3
3620,1,1,1,12,10,male,12,38.967,32000,18000,3
3623,1,1,1,12,11,male,16,92.432,35000,17500,3
3625,1,0,0,8,12,female,16,92.207,26000,24000,3
3628,1,1,1,16,18,male,17,50.492,189210,9200,3
3640,1,1,1,9,10,male,12,1.107,21000,15200,3
3641,1,1,1,12,10,female,18,44.391,51000,3400,3
3643,1,1,1,16,12,female,17,33.724,38000,11000,3
3649,1,0,1,11,12,female,12,12.016,29400,7200,3
3650,1,1,1,12,9,female,12,33.934,32000,21000,3
3651,0,1,1,10,12,female,16,50.502,65000,16000,3
3657,0,0,1,8,5,male,11,8.601,38000,7268,3
3660,0,0,0,8,6,male,12,6.285,23400,7268,3
3661,1,1,1,13,12,female,14,38.955,4500,9000,3
3664,1,1,1,17,12,male,18,78.053,68000,4738,1
3666,1,1,1,12,12,male,13,89.195,36000,14500,1
3667,1,1,1,13,16,female,14,76.656,6360,29000,3
3669,1,1,1,14,17,female,16,93.677,10000,41000,3
3676,1,1,1,12,16,male,16,90.283,74000,38000,3
3677,1,1,1,12,20,female,16,90.778,60000,40000,3
3679,1,1,1,13,14,female,15,67.885,85000,30000,3
3686,1,1,1,16,16,male,16,76.418,69000,60000,3
3690,1,1,1,20,20,male,18,97.84,138000,0,3
3693,1,1,1,14,14,male,9,33.068,30000,28000,3
3694,1,1,1,12,10,male,12,40.937,56000,19000,3
3697,0,1,0,9,3,female,12,23.181,5000,10000,1
3699,0,1,0,9,8,female,12,11.84,20477,38000,2
3705,1,1,1,10,12,female,14,71.213,45000,31000,3
3706,1,1,1,12,12,male,13,37.08,42000,31000,3
3708,0,0,1,12,12,male,12,87.553,144000,35000,3
3709,1,1,1,16,15,female,16,57.749,30000,29000,3
3714,1,1,1,13,12,female,15,64.857,25000,9642,3
3718,0,1,0,10,8,female,15,47.308,28013,25000,3
3719,1,1,1,12,9,female,12,29.347,29000,4390,3
3721,1,1,1,16,11,male,12,83.258,52000,32100,3
3722,0,1,0,11,10,male,12,53.708,55000,13829,3
3723,1,1,1,11,14,male,12,45.716,16000,13000,3
3725,0,1,1,12,12,female,13,40.026,23000,25074,3
3730,1,1,0,13,12,female,14,87.574,25275,22000,3
3732,1,1,1,12,19,male,12,99.473,36000,31000,3
3734,1,1,1,12,12,female,15,83.973,30000,18800,3
3735,1,1,0,12,12,female,12,59.053,60000,30000,3
3736,1,1,0,12,12,female,12,69.238,49000,21000,3
3737,1,1,1,12,12,female,12,44.255,58000,21000,3
3738,1,1,0,12,8,female,12,34.888,18000,22000,3
3739,1,1,1,12,12,female,12,68.557,16000,24000,3
3740,1,1,1,12,12,female,12,16.42,20000,24000,3
3741,1,1,1,12,12,female,12,31.36,9300,24000,3
3742,0,1,1,12,10,male,9,38.276,98000,17066,3
3745,1,1,1,12,12,male,16,95.983,32089,20000,3
3746,0,1,1,12,12,female,12,28.755,16390,8500,3
3751,0,1,1,12,12,male,12,60.681,45000,7000,3
3754,1,1,1,9,8,female,12,81.924,33000,9540,3
3757,1,1,1,12,18,male,18,97.506,95000,38000,3
3758,1,1,1,12,12,female,13,86.305,11000,25000,3
3760,1,1,1,12,12,male,12,54.302,33000,25000,3
3766,1,1,1,12,20,male,15,73.454,78000,11000,3
3770,1,1,1,11,8,female,12,54.943,52000,25500,3
3771,1,1,1,12,8,female,18,87.764,32253,25500,3
3775,1,1,1,12,8,female,16,71.105,53000,34000,3
3780,1,1,1,12,10,male,12,66.841,55000,21000,3
3784,1,1,1,8,8,female,12,35.256,29000,6000,3
3787,1,1,1,12,12,female,15,50.928,12000,7200,3
3789,1,1,1,12,10,male,12,59.009,52000,13240,3
3790,0,1,0,7,7,female,12,39.133,22049,13094,3
3791,0,1,1,9,12,female,14,73.529,47000,18928,3
3792,1,1,1,15,14,male,17,94.762,88000,35000,3
3793,1,1,1,12,12,female,14,49.422,55000,23376,3
3794,1,1,0,12,12,female,15,66.337,30000,30000,3
3796,1,1,1,14,12,female,12,94.245,34000,5000,3
3800,0,1,0,12,8,female,17,65.354,8000,16500,3
3803,1,1,1,18,18,male,18,81.774,69000,40000,3
3804,1,1,1,16,18,female,18,80.927,40000,40000,3
3805,1,1,1,16,18,male,16,78.523,95000,40000,3
3807,0,1,1,12,17,male,15,49.038,51000,25000,3
3809,1,1,1,16,18,female,16,93.854,100000,40000,3
3812,1,1,1,12,13,female,16,100,100000,50000,3
3813,1,1,1,16,16,female,14,88.799,44000,20000,3
3814,1,1,1,16,16,female,12,62.096,42000,832,3
3815,1,0,1,12,18,male,16,90.913,263445,50000,3
3819,0,1,1,12,12,female,12,11.317,15000,9108,2
3821,0,1,1,6,4,female,12,2.531,1500,5762,2
3822,0,1,1,6,4,male,12,6.558,5000,5762,2
3825,0,0,1,6,7,male,12,9.201,22000,3341,2
3829,1,1,1,9,10,male,12,49.06,167803,24000,3
3830,0,0,1,11,12,male,12,44.827,45000,21000,3
3833,1,1,0,12,12,male,12,50.489,40000,30000,3
3836,1,1,1,12,12,female,19,90.79,110000,14000,3
3837,1,1,1,12,12,female,12,57.761,35000,14000,3
3838,1,1,1,12,12,male,12,57.333,85000,14000,3
3844,1,1,0,15,13,male,14,84.585,65000,12500,3
3845,1,1,1,12,12,male,12,54.553,24000,25000,3
3846,1,1,1,12,12,female,12,74.995,52000,25000,3
3847,0,1,1,12,10,male,12,46.544,67000,46000,3
3850,0,1,1,12,12,female,12,64.154,32000,12000,3
3851,0,1,1,12,12,female,12,33.379,16000,12000,3
3852,0,1,1,12,12,male,12,50.215,14000,12000,3
3854,1,1,1,14,19,male,20,67.468,169884,14000,3
3855,1,1,1,14,19,female,20,93.686,16500,14000,3
3860,1,1,1,12,13,male,19,97.808,55000,30000,3
3861,1,1,1,12,13,male,16,91.35,25000,32000,3
3863,1,1,1,14,18,male,19,92.504,157957,55000,3
3865,1,1,1,12,14,male,20,92.807,176431,8900,3
3866,1,1,1,12,12,male,18,74.6,35000,25000,3
3867,1,1,1,14,16,female,14,70.7,1200,25000,3
3868,1,1,1,12,16,male,18,85.012,43450,25000,3
3872,1,1,1,18,18,female,16,96.59,30000,34000,3
3873,1,1,1,18,18,male,20,99.342,50000,34000,3
3874,1,1,1,18,15,male,16,97.67,519340,42000,3
3875,1,1,1,16,15,male,16,90.868,92000,42000,3
3883,1,1,1,13,18,male,15,82.984,45000,50000,3
3884,1,1,0,13,12,male,16,75.101,74000,23000,3
3886,1,1,1,12,17,male,17,99.6,101000,31000,3
3888,1,1,1,14,16,male,13,79.761,58000,35000,3
3889,1,1,1,14,16,female,16,86.544,15000,35000,3
3890,1,1,1,17,14,male,18,83.431,150000,43000,3
3892,1,1,1,12,16,male,16,93.865,102000,40000,3
3894,1,1,1,12,12,male,18,92.888,62000,40000,3
3895,1,1,1,14,16,male,20,93.615,20000,45000,3
3897,1,1,1,15,16,female,17,51.486,90000,44000,3
3900,1,1,1,15,12,female,12,26.617,32000,20000,3
3901,1,1,1,12,12,male,15,84.705,45000,2300,3
3904,1,1,1,16,16,male,18,74.43,51000,25000,3
3907,1,1,1,13,20,male,13,82.183,54000,30000,3
3910,1,1,1,16,16,male,16,69.363,40000,18500,3
3911,1,1,1,12,17,female,18,77.538,29000,23000,3
3912,1,1,1,12,16,female,15,60.383,80000,1200,3
3916,0,0,1,16,16,male,18,77.034,97000,5999,3
3929,0,1,1,12,8,female,12,26.367,10000,25000,3
3933,1,1,1,10,11,male,12,3.486,50000,16000,2
3938,0,1,1,11,8,female,12,1.849,22000,18000,2
3949,1,0,0,12,7,male,15,25.725,39000,5200,2
3952,0,1,1,12,10,female,16,33.771,50000,11000,2
3957,1,1,1,12,12,male,12,46.335,68000,30000,2
3958,0,0,1,9,12,male,12,13.954,40000,22880,2
3960,1,1,1,12,12,female,14,16.305,38000,18000,2
3964,1,1,1,11,6,female,17,79.54,39500,22000,3
3965,1,0,1,12,10,male,15,69.89,108000,24700,3
3966,1,1,1,10,10,male,20,78.668,155485,8200,2
3967,0,1,1,14,18,male,16,64.451,125000,40000,1
3972,1,1,1,16,12,female,17,80.035,28500,36000,3
3977,1,0,1,5,7,female,12,16.627,600,11186,2
3978,1,0,1,5,5,female,14,17.848,3000,11186,2
3980,1,1,1,12,14,male,16,100,444624,5300,3
3985,1,1,1,10,11,male,13,23.502,50000,9950,3
3989,1,1,1,12,8,male,13,37.626,52000,20000,3
3992,1,1,1,7,8,female,13,36.821,39900,18500,3
3994,0,1,1,12,11,male,12,51.047,26000,10000,3
3996,0,1,1,11,12,female,14,5.375,40000,10000,2
4001,1,1,1,12,13,female,13,72.427,7800,18000,3
4004,1,1,0,12,12,male,12,60.943,46000,35000,3
4008,1,1,1,16,16,male,13,13.462,79000,10000,2
4009,0,1,0,10,9,male,14,68.077,25000,14400,3
4010,1,1,1,16,12,male,19,81.673,50000,14621,3
4013,0,0,0,6,12,male,12,13.418,36000,22000,3
4014,1,1,0,6,12,male,12,27.247,62000,22000,3
4015,0,1,0,10,6,female,14,38.207,22000,10500,2
4019,0,0,1,16,8,female,17,96.219,99000,10000,3
4021,1,0,0,8,11,female,13,52.841,27300,10000,2
4022,1,0,1,16,16,male,12,22.701,90000,30000,3
4023,0,1,1,8,11,female,16,99.7,65000,6000,3
4025,0,0,1,11,4,male,12,31.798,24000,600,3
4028,1,0,1,12,11,female,12,24.289,24500,9000,3
4030,0,1,1,9,12,female,16,53.094,15000,27000,3
4032,1,0,1,12,12,male,12,84.93,35000,7917,3
4035,1,1,1,12,12,female,13,57.901,25000,14000,3
4036,1,1,1,12,12,male,12,44.242,52000,14000,3
4041,1,1,1,13,12,female,13,74.218,32000,12500,3
4042,1,1,1,14,14,male,15,65.827,68000,8409,3
4045,0,1,0,9,11,female,16,29.591,50000,9400,3
4046,1,0,1,9,10,male,12,13.281,18000,6384,3
4047,0,0,1,10,12,male,9,8.404,2400,6384,3
4048,1,0,1,7,7,male,12,79.94,25000,8859,3
4049,1,1,1,12,8,female,12,41.698,90000,8859,3
4051,1,0,1,9,12,female,13,85.097,1748,20000,3
4053,1,1,1,14,15,female,18,52.676,50000,24000,3
4054,1,1,1,14,15,female,14,33.359,45000,24000,3
4055,1,1,1,13,17,male,18,93.952,206869,75001,3
4056,1,1,1,12,14,male,16,68.436,50000,30000,3
4057,1,1,0,12,12,female,16,70.04,35000,30000,3
4060,0,1,1,16,12,female,14,84.638,6000,13000,3
4062,1,1,1,12,12,male,12,78.162,52000,41000,3
4064,1,1,1,12,12,male,12,91.216,20000,24000,3
4065,1,1,1,12,15,female,12,69.495,9000,27500,3
4067,0,1,0,10,12,male,12,40.633,30000,6800,3
4068,0,0,1,10,12,male,8,11.904,22000,6800,3
4071,1,0,0,10,3,female,12,20.078,15000,6631,2
4077,1,1,0,12,12,female,12,60.404,15000,7500,3
4085,1,1,0,10,8,female,12,27.619,11000,16000,3
4088,1,1,1,15,14,male,13,78.525,222924,55000,3
4089,0,1,1,9,12,female,12,43.387,20000,18500,3
4090,1,1,0,12,7,male,12,41.162,58000,12000,3
4092,1,1,0,12,12,female,18,60.81,42000,48000,3
4093,1,1,0,12,12,female,18,76.602,65000,48000,3
4097,1,1,0,12,12,female,12,87.379,66000,28000,3
4098,0,1,0,12,12,male,9,12.622,38800,28000,3
4103,1,1,1,10,8,female,12,40.437,36500,30000,3
4105,1,1,1,10,8,female,12,29.923,3408,30000,3
4106,1,1,1,16,17,male,16,94.695,62000,37000,3
4107,1,1,1,16,17,female,19,97.965,52000,37000,3
4108,1,1,1,14,16,female,16,57.772,23900,20000,3
4112,0,1,0,12,7,female,12,2.455,5700,7000,3
4113,0,1,0,12,7,male,12,8.489,9600,7000,3
4114,0,1,1,11,8,male,12,59.908,34000,20000,3
4124,1,1,1,12,12,female,18,64.006,61000,35000,3
4128,0,1,1,12,16,male,12,38.548,40000,16000,3
4129,0,1,1,6,6,male,14,64.073,45000,16000,3
4130,0,1,1,6,6,male,12,0.094,32500,16000,3
4131,0,1,1,15,12,female,13,80.354,50000,14000,2
4141,0,1,1,11,10,male,12,48.239,6000,15000,3
4142,1,0,0,12,16,female,12,30.605,20000,19000,3
4145,1,1,0,8,8,female,12,28.605,25000,7500,3
4147,1,1,1,12,12,female,16,59.747,32624,22300,3
4148,0,1,1,14,16,female,15,27.311,49000,29000,3
4153,1,1,1,12,10,female,15,50.374,75000,8600,3
4156,1,1,1,9,10,male,9,11.085,68000,20600,3
4159,1,1,1,14,14,male,12,20.127,30000,28000,3
4161,1,0,1,12,12,male,12,58.278,45000,15000,3
4163,0,1,0,8,8,female,12,82.644,29000,20000,3
4164,1,1,1,16,14,male,16,67.035,20000,75001,3
4171,1,1,1,12,13,male,16,92.381,90000,27000,3
4172,1,1,1,15,16,male,16,88.546,34900,25000,3
4173,0,1,0,12,12,female,12,9.084,12500,9000,2
4175,0,1,0,12,12,female,12,1.181,26000,9000,2
4181,0,0,0,12,12,male,11,35.322,15000,1600,2
4184,0,1,1,6,6,female,12,42.385,25000,4000,1
4191,1,1,1,16,13,male,18,91.533,85300,35000,3
4196,1,0,0,11,11,male,12,2.393,23000,15000,2
4200,0,1,1,8,7,female,15,17.959,32000,7500,2
4201,1,0,0,12,8,male,13,7.973,62000,7500,2
4205,0,1,1,12,13,male,12,4.197,32000,10000,2
4216,1,1,1,12,12,male,12,71.015,48000,23000,3
4219,0,1,0,7,11,female,14,31.476,42000,3000,3
4220,0,1,1,9,7,female,12,46.677,15000,10000,3
4222,1,1,1,12,19,female,12,73.808,23031,20000,3
4225,1,1,1,18,6,male,16,45.245,20000,65000,3
4226,1,1,1,19,6,male,20,92.621,85605,65000,3
4227,0,1,1,19,8,female,18,88.047,47000,65000,3
4228,0,1,1,12,16,female,13,20.119,75000,15000,3
4230,0,0,1,9,8,male,14,90.242,89000,12000,3
4231,1,1,1,12,7,female,14,53.729,10000,15700,3
4235,0,1,1,12,7,male,10,13.072,2000,25000,3
4236,0,1,1,14,8,female,13,85.846,58000,19135,3
4239,1,1,1,12,12,male,12,37.655,48000,20000,3
4240,1,1,1,14,12,male,12,63.549,50000,35000,3
4242,0,1,0,12,12,male,12,43.806,48000,18000,3
4245,1,1,1,16,14,male,15,64.895,75210,36000,3
4247,0,1,1,9,11,male,13,29.616,90000,1800,3
4249,1,1,1,12,12,female,12,65.798,26000,17500,3
4251,1,1,1,15,14,female,12,25.167,62500,28000,3
4252,1,1,1,16,16,female,14,67.444,41000,28000,3
4254,1,1,1,13,18,female,15,54.546,8900,12300,3
4257,1,1,1,17,18,female,16,46.367,34000,6500,3
4263,0,0,0,6,5,male,12,18.668,16000,8000,3
4265,0,1,0,6,0,female,13,57.462,27000,8000,1
4268,1,0,0,6,7,female,12,82.756,84600,22000,1
4274,0,1,0,9,0,female,12,14.209,11550,552,1
4278,0,0,1,12,12,male,12,62.811,80000,21500,3
4279,1,1,1,11,10,male,12,65.452,150000,13000,3
4280,1,1,0,11,12,female,16,96.079,49000,12000,3
4285,0,1,0,9,12,male,16,50.641,40000,17028,3
4289,1,1,1,12,20,male,20,95.554,162660,20000,3
4290,1,1,1,12,20,female,20,92.849,75419,20000,3
4292,1,1,1,13,11,female,14,69.935,38000,19900,3
4295,0,1,0,12,12,female,14,41.293,76000,2970,3
4296,1,1,1,12,16,female,16,54.79,40000,33000,3
4297,1,1,1,12,18,male,13,62.172,88000,33000,3
4298,1,1,1,12,12,male,18,92.568,91000,14000,3
4299,1,1,1,12,12,male,16,73.296,42000,14000,3
4300,0,1,1,10,7,female,12,86.907,56000,16000,3
4302,1,1,0,12,14,male,20,80.481,53000,10000,3
4303,1,1,1,12,14,male,12,53.555,32000,10000,3
4306,1,1,1,17,19,female,18,86.339,32000,70000,3
4310,1,1,1,12,14,female,13,53.549,40000,4100,3
4312,0,1,0,11,10,male,12,1.645,18000,9000,2
4314,1,1,0,11,10,male,12,32.908,30000,9000,2
4316,0,0,0,10,12,male,14,31.008,8500,1200,2
4318,1,1,1,12,12,male,14,70.744,32000,15000,1
4323,0,1,1,12,12,female,13,37.618,15500,8000,2
4324,0,0,1,11,9,male,12,12.131,58000,12500,2
4326,1,0,1,12,12,female,12,60.762,13200,14000,3
4327,1,1,1,12,12,male,12,78.064,38000,14000,3
4330,1,1,0,12,11,male,14,6.546,50000,24000,3
4333,0,1,1,12,10,male,12,39.194,20000,14324,3
4335,1,1,1,11,11,male,11,15.933,67000,23000,3
4337,1,1,1,12,8,female,14,68.129,23000,23000,3
4338,1,0,0,10,16,male,12,58.604,22000,12000,3
4339,1,1,0,10,13,female,12,65.355,12000,12000,3
4345,1,1,1,12,14,female,12,34.151,14000,22000,3
4348,1,1,1,13,12,male,14,61.514,93000,15000,3
4350,0,1,1,12,12,male,16,90.927,26000,6740,3
4352,1,1,1,17,16,female,16,82.053,30000,5145,3
4353,1,1,1,11,12,female,16,67.705,120000,6050,3
4354,1,1,1,17,16,female,15,51.38,20000,4800,3
4355,1,1,1,12,16,male,16,68.338,22000,3727,3
4358,1,1,0,12,12,male,15,95.835,50000,4230,3
4366,1,1,1,9,7,female,15,78.596,70000,14000,3
4372,1,1,0,12,8,female,18,96.974,102500,20000,3
4374,1,1,1,13,16,male,12,22.964,30000,45000,2
4379,0,1,1,8,16,female,13,84.654,38000,25000,3
4382,1,1,1,12,12,male,16,98.695,18000,37000,3
4386,0,0,1,7,8,female,12,22.421,19900,15000,3
4390,0,1,0,12,8,male,12,25.824,34000,23000,3
4391,1,1,1,12,12,female,13,62.689,3500,14989,3
4392,1,1,1,12,12,female,16,76.762,37000,25000,3
4407,1,1,1,16,16,male,16,93.654,185662,35000,3
4408,1,1,0,16,16,female,18,77.518,92000,35000,3
4409,1,1,1,12,12,male,13,29.568,50000,30000,3
4410,0,1,0,12,14,male,16,58.528,63000,30000,3
4413,0,0,1,12,8,female,16,11.248,30000,14000,1
4417,1,1,1,6,6,female,10,4.607,19000,12000,1
4424,1,1,1,16,15,female,19,86.364,93000,14368,3
4425,1,1,1,16,14,female,18,93.673,22000,14000,3
4426,1,1,1,16,0,male,16,95.855,211052,42000,3
4427,1,1,1,13,9,male,12,52.997,45000,8000,3
4428,1,1,1,14,15,female,19,99.032,42000,11000,3
4429,1,1,1,9,16,male,19,93.797,49938,10000,3
4430,1,1,1,9,11,male,15,76.715,48000,12000,3
4438,1,1,1,12,12,female,13,31.428,95000,9300,3
4447,1,1,1,12,10,female,14,81.671,45291,23000,3
4448,1,1,1,12,10,male,16,94.559,95000,23000,3
4459,1,1,1,16,12,female,12,38.478,9000,25000,3
4461,1,1,1,16,14,male,12,9.581,18000,25000,3
4465,1,1,1,16,14,female,14,63.042,15000,39000,3
4466,1,1,0,12,12,male,16,46.534,80000,10000,3
4468,1,1,1,12,16,male,13,63.044,79000,35000,3
4469,0,1,1,12,15,female,12,14.771,31200,35000,3
4470,1,1,1,12,15,male,18,60.473,75000,35000,3
4471,1,1,1,12,12,male,20,93.33,140000,17400,3
4474,0,0,0,12,8,female,10,8.147,30700,15000,3
4476,0,0,0,12,10,female,8,21.407,25000,2000,3
4478,1,1,1,12,14,female,14,85.068,53000,3700,3
4480,1,1,1,12,16,male,16,87.942,202617,46000,2
4487,1,1,1,8,12,female,12,73.85,33000,13000,3
4488,1,1,1,8,11,female,13,94.247,108000,13000,3
4496,1,1,1,12,12,female,12,60.869,47000,20570,3
4498,0,0,1,9,13,male,12,61.509,39000,7500,3
4499,0,0,1,9,12,female,14,51.094,54300,7500,3
4503,0,1,1,12,16,male,11,4.853,18000,7500,3
4505,0,1,1,12,16,female,12,22.243,25000,7500,3
4506,1,0,1,12,12,female,14,17.592,30000,3600,3
4508,1,1,1,16,18,male,16,57.865,72000,3400,3
4509,1,1,1,13,20,male,14,98.905,72899,20000,3
4511,1,1,1,12,12,male,14,68.723,125000,6000,3
4513,1,1,1,11,11,male,15,72.061,48000,4402,1
4514,1,0,1,11,14,male,15,83.129,125000,23683,3
4517,0,1,1,12,12,male,16,26.623,146000,15000,3
4518,0,1,1,12,12,male,15,30.349,70000,15000,3
4519,1,1,1,12,12,male,12,38.736,50000,4896,3
4520,1,1,1,15,16,male,12,49.905,40000,26000,3
4524,0,1,1,12,11,male,12,65.975,50000,35000,1
4528,1,1,1,10,8,female,14,65.668,62987,25500,3
4531,1,1,1,15,18,male,16,66.623,113000,28000,3
4532,1,1,1,9,12,male,16,70.375,73000,60000,1
4534,1,1,1,12,12,female,13,72.163,35000,27900,3
4536,0,1,0,13,8,female,13,57.342,11000,7250,3
4538,0,1,1,10,9,female,12,41.962,40000,16000,3
4540,1,0,1,12,12,male,16,32.671,57000,9000,3
4541,0,0,1,7,11,female,12,7.177,35000,4500,1
4542,0,0,0,7,11,male,13,7.817,34000,4500,1
4543,0,0,0,7,11,female,12,18.514,1800,4500,1
4544,0,0,1,7,11,female,12,2.96,12000,4500,1
4548,1,1,0,12,8,male,16,89.282,100000,30000,3
4557,1,1,1,9,7,female,12,4.899,6580,6000,3
4560,1,1,0,13,14,female,14,64.81,21000,600,3
4561,1,1,0,7,9,female,12,63.671,16000,9048,3
4563,1,1,1,10,12,male,12,43.186,60000,23000,3
4565,0,0,1,12,13,female,16,42.885,98000,20000,3
4566,1,1,0,12,12,male,12,74.431,90000,20000,3
4569,1,1,1,12,11,male,12,76.485,85000,1600,3
4570,1,1,1,12,12,female,17,84.593,72000,31000,3
4571,1,1,1,12,12,female,14,48.11,27359,30000,3
4576,1,1,0,15,12,female,18,35.674,16000,30000,3
4579,0,1,1,12,12,male,14,84.059,35000,25000,3
4582,1,0,1,8,13,female,13,55.052,50000,21000,3
4583,1,0,1,8,13,male,12,70.638,21000,21000,3
4586,1,1,1,13,8,male,12,85.959,38154,5040,3
4589,0,0,0,12,12,female,12,35.236,38200,5000,3
4590,1,1,1,13,17,female,17,74.952,58000,16000,3
4592,1,1,1,14,17,female,17,35.574,48000,16500,3
4594,0,1,1,13,12,female,12,35.76,25000,6112,3
4595,0,1,1,13,12,male,14,41.056,95000,30000,3
4596,1,1,1,16,16,male,12,66.351,65000,20000,3
4601,1,1,1,12,12,male,12,17.388,30000,44000,3
4602,1,1,1,15,12,female,14,60.716,10000,44000,3
4604,0,0,0,12,12,female,12,42.318,27412,10500,3
4606,1,1,1,15,20,male,16,83.831,15000,4000,3
4607,1,1,1,14,16,male,17,58.25,55000,845,3
4609,1,1,1,12,10,male,20,91.857,194757,2600,3
4619,1,1,1,10,10,male,12,12.411,9500,6000,3
4621,0,1,1,8,8,male,12,66.439,24000,13000,3
4624,1,1,1,16,12,female,15,38.467,27581,16000,3
4625,1,1,1,12,12,female,15,81.014,77000,6500,3
4630,1,1,1,13,15,male,12,44.75,130000,40000,3
4632,1,1,1,14,14,female,16,60.639,45000,27000,3
4633,0,1,1,12,12,male,13,35.588,90000,50000,3
4634,1,1,1,12,14,male,18,68.487,355767,50000,3
4635,1,1,1,12,14,male,17,92.94,70000,50000,3
4636,1,1,1,12,16,male,14,31.028,99000,35000,3
4637,1,1,1,12,6,female,12,1.32,25000,20000,3
4638,1,1,1,12,7,female,12,4.875,17000,20000,3
4641,0,1,1,11,8,female,12,63.72,18000,7000,3
4642,1,1,1,12,16,male,13,55.007,90000,25000,3
4643,1,1,0,12,14,male,14,24.298,56000,4000,3
4646,1,1,1,11,10,male,12,36.39,24000,21400,3
4651,1,1,1,12,12,female,13,49.157,25000,52000,3
4652,1,1,1,12,16,male,16,92.296,60000,65000,3
4662,1,1,1,12,16,female,16,98.483,52000,35000,3
4665,0,1,1,14,14,female,14,83.307,15000,50000,3
4668,1,1,1,12,12,male,16,81.304,209400,28000,3
4669,1,1,1,12,16,male,14,30.372,40000,28000,3
4675,1,1,1,12,12,female,13,48.409,38000,20000,3
4676,1,1,1,12,12,male,12,86.921,45000,2000,3
4678,1,1,1,11,12,female,12,14.358,5000,26000,3
4680,0,1,1,12,12,male,12,71.684,14000,24000,3
4681,0,0,1,12,10,male,10,10.844,3000,8800,3
4683,1,1,1,17,16,female,18,74.499,10000,5184,3
4686,0,1,1,12,14,female,17,85.163,84000,40000,3
4687,0,1,1,12,16,male,13,84.843,68651,40000,3
4692,1,1,1,16,17,female,19,97.585,29000,75001,3
4694,1,1,1,12,16,female,15,69.189,4000,45000,3
4695,1,1,1,16,16,male,16,92.725,91500,22000,2
4698,1,1,1,14,12,male,16,69.532,108000,25000,3
4699,0,1,1,13,14,male,14,60.14,137000,25000,3
4701,1,1,1,12,16,male,12,59.027,197062,30000,3
4702,1,1,1,10,15,male,14,85.659,100000,30000,3
4704,1,1,1,11,16,male,15,66.998,5000,30000,3
4707,1,1,1,12,14,male,12,65.045,72000,25000,3
4710,1,1,1,10,10,male,12,13.195,15000,22000,2
4711,1,1,1,10,8,female,12,23.091,40000,22000,2
4714,1,1,1,10,12,female,12,64.763,45000,28000,3
